,Facility Name,Permit Number,Permit Status,Permit Type,City,County,Violation Date,Is Addressed,Category,Type,Parameter,Units,Statistical Base,Measurement Value,Benchmark/Limit,Violation Notes,Violation Override,Feature Name,ViolationId,FacilityId,lat,lon
2090,RIM ROCK COVE OWNERS ASSOCIATION,ST0005395,Active,Municipal to ground SWDP IP,Coulee City,Grant,8/1/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1631496,3245,47.5425,-119.466
2091,RIM ROCK COVE OWNERS ASSOCIATION,ST0005395,Active,Municipal to ground SWDP IP,Coulee City,Grant,8/1/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1631498,3245,47.5425,-119.466
2092,BADGER LAKE ESTATES,ST0008057,Active,Municipal to ground SWDP IP,CHENEY,Spokane,8/1/2020,No,Reporting Violations,Late Submittal of DMRs, , , , , , , , ,1631518,10047,47.3474998474121,-117.638000488281
2093,PORT OF MOSES LAKE,ST0008063,Active,Industrial to ground SWDP IP,Moses Lake,Grant,8/1/2020,No,Design Criteria Exceedance,Exceedance of Design Criteria, , , ,66, , , , ,1630981,2403427,47.2239154335117,-119.334923932927
2094,WAITSBURG STP,WA0045551,Active,Municipal NPDES IP,WAITSBURG,Walla Walla,8/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,74, , , , ,1631180,21225,46.2702522277832,-118.167793273926
2095,LOON LAKE SEWER DIST 4,ST0008019,Active,Municipal to ground SWDP IP,LOON LAKE,Stevens,8/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,72.8, , , , ,1630915,8020,48.0722007751465,-117.625999450684
2096,SPRINGDALE WWTP,ST0005385,Active,Municipal to ground SWDP IP,Springdale,Stevens,8/1/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1631227,5920244,48.046930736445,-117.746502502098
2097,REARDAN STP,WA0045306,Active,Municipal NPDES IP,REARDAN,Lincoln,8/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,5.97, , , , ,1631234,915083,47.671745300293,-117.88338470459
2098,CUSICK WWTP,ST0008025,Active,Municipal to ground SWDP IP,Cusick,Pend Oreille,8/1/2020,No,Reporting Violations,Late Submittal of DMRs, , , , , , , , ,1631592,722985,48.3352891811354,-117.297386304977
2099,PORT OF MATTAWA,ST0045521,Active,Industrial to ground SWDP IP,MATTAWA,Grant,8/1/2020,No,Reporting Violations,Late Submittal of DMRs, , , , , , , , ,1637986,16665,46.7525100708008,-119.935729980469
2100,SPRINGDALE WWTP,ST0005385,Active,Municipal to ground SWDP IP,Springdale,Stevens,8/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,280, , , , ,1631226,5920244,48.046930736445,-117.746502502098
2101,Ancient Lake Wine Company (ALWCo),ST0501285,Active,Industrial to ground SWDP IP,GEORGE,Grant,8/1/2020,No,Reporting Violations,Late Submittal of DMRs, , , , , , , , ,1631835,9296,47.1023826599121,-119.854843139648
2102,REARDAN STP,WA0045306,Active,Municipal NPDES IP,REARDAN,Lincoln,8/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,6.64, , , , ,1631235,915083,47.671745300293,-117.88338470459
2103,ENDICOTT STP,WA0023981,Active,Municipal NPDES IP,Endicott,Whitman,8/1/2020,No,Reporting Violations,Late Submittal of DMRs, , , , , , , , ,1631599,7501,46.931133215007,-117.691478375816
2104,WSU ENVIRONMENTAL HEALTH SERV,ST0005362,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,Pullman,Whitman,8/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,4239, , , , ,1638239,22731,46.7306,-117.147
2105,MOSES LAKE AIR TANKER BASE,ST0008081,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,MOSES LAKE,Grant,8/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,2423, , , , ,1631232,1620753,47.1922912597656,-119.304100036621
2106,REARDAN STP,WA0045306,Active,Municipal NPDES IP,REARDAN,Lincoln,8/1/2020,N/A,Reporting Violations,"Failure to submit required report (non-DMR, non-pretreatment)", , , , , , , , ,1639904,915083,47.671745300293,-117.88338470459
2107,SPRINGDALE WWTP,ST0005385,Active,Municipal to ground SWDP IP,Springdale,Stevens,8/1/2020,No,Monitoring Violations,Frequency of Sampling Violation,Flow,Gallons/Day (gpd),Single Sample, , , , ,001,1631197,5920244,48.046930736445,-117.746502502098
2108,SPRINGDALE WWTP,ST0005385,Active,Municipal to ground SWDP IP,Springdale,Stevens,8/1/2020,No,Monitoring Violations,Frequency of Sampling Violation,Flow,Gallons/Day (gpd),Average Monthly, , , , ,001,1631197,5920244,48.046930736445,-117.746502502098
2109,SPRINGDALE WWTP,ST0005385,Active,Municipal to ground SWDP IP,Springdale,Stevens,8/1/2020,Yes,Monitoring Violations,Frequency of Sampling Violation,Flow,Gallons/Day (gpd),Maximum, , , , ,001,1631194,5920244,48.046930736445,-117.746502502098
2110,SVZ USA INC,ST0008077,Active,Industrial to ground SWDP IP,Othello,Adams,8/1/2020,No,Reporting Violations,Late Submittal of DMRs, , , , , , , , ,1638762,92644194,46.840818325248,-119.175552048237
2111,WHITMUS ENTERPRISES,ST0005358,Active,Industrial to ground SWDP IP,EPHRATA,Grant,8/1/2020,No,Reporting Violations,Late Submittal of DMRs, , , , , , , , ,1639916,7166499,47.3266563415527,-119.515769958496
2112,SPRINGDALE WWTP,ST0005385,Active,Municipal to ground SWDP IP,Springdale,Stevens,8/1/2020,No,Monitoring Violations,Frequency of Sampling Violation,Flow,Gallons/Day (gpd),Maximum, , , , ,001,1631197,5920244,48.046930736445,-117.746502502098
2113,SPRINGDALE WWTP,ST0005385,Active,Municipal to ground SWDP IP,Springdale,Stevens,8/1/2020,Yes,Monitoring Violations,Frequency of Sampling Violation,Flow,Gallons/Day (gpd),Single Sample, , , , ,001,1631194,5920244,48.046930736445,-117.746502502098
2114,SPRINGDALE WWTP,ST0005385,Active,Municipal to ground SWDP IP,Springdale,Stevens,8/1/2020,Yes,Monitoring Violations,Frequency of Sampling Violation,Flow,Gallons/Day (gpd),Average Monthly, , , , ,001,1631194,5920244,48.046930736445,-117.746502502098
2115,TOWN OF ST. JOHN,WA0021229,Active,Municipal NPDES IP,SAINT JOHN,Whitman,8/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,1649.24, , , , ,1630887,6361079,47.0931510925293,-117.587989807129
2116,EPHRATA WATER RECLAMATION FACILITY,ST0008031,Active,Reclaimed Water IP,EPHRATA,Grant,7/31/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1628784,21249816,47.2924537658691,-119.560134887695
2117,MEDICAL LAKE WATER RECLAMATION FACILITY,WA0021148,Active,Reclaimed Water IP,MEDICAL LAKE,Spokane,7/31/2020,N/A,Reporting Violations,"Failure to submit required report (non-DMR, non-pretreatment)", , , , , , , , ,1635840,8281763,47.5832710266113,-117.68140411377
2118,EPHRATA WATER RECLAMATION FACILITY,ST0008031,Active,Reclaimed Water IP,EPHRATA,Grant,7/30/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1628783,21249816,47.2924537658691,-119.560134887695
2119,EPHRATA WATER RECLAMATION FACILITY,ST0008031,Active,Reclaimed Water IP,EPHRATA,Grant,7/28/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1628781,21249816,47.2924537658691,-119.560134887695
2120,TOWN OF ST. JOHN,WA0021229,Active,Municipal NPDES IP,SAINT JOHN,Whitman,8/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,1700, , , , ,1630888,6361079,47.0931510925293,-117.587989807129
2121,WALLA WALLA WATER RECLAMATION FACILITY,WA0024627,Active,Reclaimed Water IP,WALLA WALLA,Walla Walla,7/31/2020,N/A,Reporting Violations,"Failure to submit required report (non-DMR, non-pretreatment)", , , , , , , , ,1635836,27187718,46.0652122497559,-118.375160217285
2122,WALLA WALLA WATER RECLAMATION FACILITY,WA0024627,Active,Reclaimed Water IP,WALLA WALLA,Walla Walla,7/31/2020,N/A,Reporting Violations,"Failure to submit required report (non-DMR, non-pretreatment)", , , , , , , , ,1635834,27187718,46.0652122497559,-118.375160217285
2123,EPHRATA WATER RECLAMATION FACILITY,ST0008031,Active,Reclaimed Water IP,EPHRATA,Grant,7/29/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1628782,21249816,47.2924537658691,-119.560134887695
2124,WESTERN POLYMER LLC,ST0005273,Active,Industrial to ground SWDP IP,MOSES LAKE,Grant,7/28/2020,No,Effluent Violations,Numeric effluent violation, , , ,122168, , , , ,1628875,95423819,47.1012496948242,-119.131698608398
2125,EPHRATA WATER RECLAMATION FACILITY,ST0008031,Active,Reclaimed Water IP,EPHRATA,Grant,7/27/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1628780,21249816,47.2924537658691,-119.560134887695
2126,ASOTIN COUNTY LANDFILL,ST0005370,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,Clarkston,Asotin,7/27/2020,N/A,Reporting Violations,"Failure to submit required report (non-DMR, non-pretreatment)", , , , , , , , ,1628152,572,46.38481313573,-117.106144747479
2127,ASOTIN COUNTY LANDFILL,ST0005370,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,Clarkston,Asotin,7/27/2020,N/A,Reporting Violations,"Failure to submit required report (non-DMR, non-pretreatment)", , , , , , , , ,1630755,572,46.38481313573,-117.106144747479
2128,TECK COMINCO,WA0001317,Active,Industrial NPDES IP,METALINE FALLS,Pend Oreille,7/27/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1638121,15428546,48.8817863464355,-117.360038757324
2129,EPHRATA WATER RECLAMATION FACILITY,ST0008031,Active,Reclaimed Water IP,EPHRATA,Grant,7/26/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1628791,21249816,47.2924537658691,-119.560134887695
2130,ASOTIN COUNTY LANDFILL,ST0005370,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,Clarkston,Asotin,7/27/2020,N/A,Reporting Violations,"Failure to submit required report (non-DMR, non-pretreatment)", , , , , , , , ,1628151,572,46.38481313573,-117.106144747479
2131,ASOTIN COUNTY LANDFILL,ST0005370,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,Clarkston,Asotin,7/27/2020,N/A,Reporting Violations,"Failure to submit required report (non-DMR, non-pretreatment)", , , , , , , , ,1630750,572,46.38481313573,-117.106144747479
2132,ASOTIN COUNTY LANDFILL,ST0005370,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,Clarkston,Asotin,7/27/2020,N/A,Reporting Violations,"Failure to submit required report (non-DMR, non-pretreatment)", , , , , , , , ,1630756,572,46.38481313573,-117.106144747479
2133,SGL Automotive Carbon Fiber LLC,ST0501273,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,Moses Lake,Grant,7/26/2020,Yes,Effluent Violations,Numeric effluent violation, , , ,3797, , , , ,1629187,7176,47.218679,-119.294983
2134,EPHRATA WATER RECLAMATION FACILITY,ST0008031,Active,Reclaimed Water IP,EPHRATA,Grant,7/25/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1628790,21249816,47.2924537658691,-119.560134887695
2135,SGL Automotive Carbon Fiber LLC,ST0501273,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,Moses Lake,Grant,7/25/2020,Yes,Effluent Violations,Numeric effluent violation, , , ,4279, , , , ,1629186,7176,47.218679,-119.294983
2136,EPHRATA WATER RECLAMATION FACILITY,ST0008031,Active,Reclaimed Water IP,EPHRATA,Grant,7/24/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1628789,21249816,47.2924537658691,-119.560134887695
2137,SGL Automotive Carbon Fiber LLC,ST0501273,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,Moses Lake,Grant,7/23/2020,Yes,Effluent Violations,Numeric effluent violation, , , ,4770, , , , ,1629185,7176,47.218679,-119.294983
2138,EPHRATA WATER RECLAMATION FACILITY,ST0008031,Active,Reclaimed Water IP,EPHRATA,Grant,7/21/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1628786,21249816,47.2924537658691,-119.560134887695
2139,EPHRATA WATER RECLAMATION FACILITY,ST0008031,Active,Reclaimed Water IP,EPHRATA,Grant,7/19/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1628796,21249816,47.2924537658691,-119.560134887695
2140,SGL Automotive Carbon Fiber LLC,ST0501273,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,Moses Lake,Grant,7/24/2020,Yes,Effluent Violations,Numeric effluent violation, , , ,4105, , , , ,1629188,7176,47.218679,-119.294983
2141,EPHRATA WATER RECLAMATION FACILITY,ST0008031,Active,Reclaimed Water IP,EPHRATA,Grant,7/23/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1628788,21249816,47.2924537658691,-119.560134887695
2142,EPHRATA WATER RECLAMATION FACILITY,ST0008031,Active,Reclaimed Water IP,EPHRATA,Grant,7/22/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1628787,21249816,47.2924537658691,-119.560134887695
2143,EPHRATA WATER RECLAMATION FACILITY,ST0008031,Active,Reclaimed Water IP,EPHRATA,Grant,7/20/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1628797,21249816,47.2924537658691,-119.560134887695
2144,EPHRATA WATER RECLAMATION FACILITY,ST0008031,Active,Reclaimed Water IP,EPHRATA,Grant,7/18/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1628795,21249816,47.2924537658691,-119.560134887695
2145,EPHRATA WATER RECLAMATION FACILITY,ST0008031,Active,Reclaimed Water IP,EPHRATA,Grant,7/17/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1628794,21249816,47.2924537658691,-119.560134887695
2146,QUINCY INDUSTRIAL,WA0021067,Active,Industrial NPDES IP,QUINCY,Grant,7/17/2020,No,Effluent Violations,Numeric effluent violation, , , ,283.1, , , , ,1629643,4533915,47.2174987792969,-119.881423950195
2147,QUINCY INDUSTRIAL,WA0021067,Active,Industrial NPDES IP,QUINCY,Grant,7/17/2020,Yes,Effluent Violations,Numeric effluent violation, , , ,13.7, , , , ,1630384,4533915,47.2174987792969,-119.881423950195
2148,EPHRATA WATER RECLAMATION FACILITY,ST0008031,Active,Reclaimed Water IP,EPHRATA,Grant,7/16/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1628793,21249816,47.2924537658691,-119.560134887695
2149,SPRINGDALE WWTP,ST0005385,Active,Municipal to ground SWDP IP,Springdale,Stevens,7/16/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1631196,5920244,48.046930736445,-117.746502502098
2150,QUINCY INDUSTRIAL,WA0021067,Active,Industrial NPDES IP,QUINCY,Grant,7/17/2020,No,Effluent Violations,Numeric effluent violation, , , ,13.7, , , , ,1629642,4533915,47.2174987792969,-119.881423950195
2151,QUINCY INDUSTRIAL,WA0021067,Active,Industrial NPDES IP,QUINCY,Grant,7/17/2020,Yes,Effluent Violations,Numeric effluent violation, , , ,283.1, , , , ,1630383,4533915,47.2174987792969,-119.881423950195
2152,SPOKANE COUNTY REGIONAL WATER RECLAMATION FACILITY (SCRWRF),WA0093317,Active,Municipal NPDES IP,Spokane,Spokane,7/16/2020,Yes,Warning Limit Exceedance,Warning Limit Exceedance, , , ,6.6, , ,Permit set up error, ,1629417,3192,47.6676117983677,-117.355946800676
2153,SPRINGDALE WWTP,ST0005385,Active,Municipal to ground SWDP IP,Springdale,Stevens,7/16/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1631195,5920244,48.046930736445,-117.746502502098
2154,SPRINGDALE WWTP,ST0005385,Active,Municipal to ground SWDP IP,Springdale,Stevens,7/16/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1631225,5920244,48.046930736445,-117.746502502098
2155,SPRINGDALE WWTP,ST0005385,Active,Municipal to ground SWDP IP,Springdale,Stevens,7/16/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1631191,5920244,48.046930736445,-117.746502502098
2156,SPRINGDALE WWTP,ST0005385,Active,Municipal to ground SWDP IP,Springdale,Stevens,7/16/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1631214,5920244,48.046930736445,-117.746502502098
2157,SPRINGDALE WWTP,ST0005385,Active,Municipal to ground SWDP IP,Springdale,Stevens,7/16/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1631221,5920244,48.046930736445,-117.746502502098
2158,SPRINGDALE WWTP,ST0005385,Active,Municipal to ground SWDP IP,Springdale,Stevens,7/16/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1631205,5920244,48.046930736445,-117.746502502098
2159,AMERICOLD,ST0008124,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,Moses Lake,Grant,7/15/2020,N/A,Reporting Violations,"Failure to submit required report (non-DMR, non-pretreatment)", , , , , , , , ,1635843,37132313,47.1330940442168,-119.190714295883
2160,SPRINGDALE WWTP,ST0005385,Active,Municipal to ground SWDP IP,Springdale,Stevens,7/16/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1631213,5920244,48.046930736445,-117.746502502098
2161,SPRINGDALE WWTP,ST0005385,Active,Municipal to ground SWDP IP,Springdale,Stevens,7/16/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1631216,5920244,48.046930736445,-117.746502502098
2162,SPRINGDALE WWTP,ST0005385,Active,Municipal to ground SWDP IP,Springdale,Stevens,7/16/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1631223,5920244,48.046930736445,-117.746502502098
2163,SPRINGDALE WWTP,ST0005385,Active,Municipal to ground SWDP IP,Springdale,Stevens,7/16/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1631199,5920244,48.046930736445,-117.746502502098
2164,AMERICOLD,ST0008124,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,Moses Lake,Grant,7/15/2020,N/A,Reporting Violations,"Failure to submit required report (non-DMR, non-pretreatment)", , , , , , , , ,1635844,37132313,47.1330940442168,-119.190714295883
2165,EPHRATA WATER RECLAMATION FACILITY,ST0008031,Active,Reclaimed Water IP,EPHRATA,Grant,7/15/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1628792,21249816,47.2924537658691,-119.560134887695
2166,EPHRATA WATER RECLAMATION FACILITY,ST0008031,Active,Reclaimed Water IP,EPHRATA,Grant,7/13/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1628802,21249816,47.2924537658691,-119.560134887695
2167,EPHRATA WATER RECLAMATION FACILITY,ST0008031,Active,Reclaimed Water IP,EPHRATA,Grant,7/11/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1628800,21249816,47.2924537658691,-119.560134887695
2168,QUINCY INDUSTRIAL,WA0021067,Active,Industrial NPDES IP,QUINCY,Grant,7/10/2020,Yes,Effluent Violations,Numeric effluent violation, , , ,242.4, , , , ,1630385,4533915,47.2174987792969,-119.881423950195
2169,QUINCY INDUSTRIAL,WA0021067,Active,Industrial NPDES IP,QUINCY,Grant,7/10/2020,No,Effluent Violations,Numeric effluent violation, , , ,13.3, , , , ,1629640,4533915,47.2174987792969,-119.881423950195
2170,EPHRATA WATER RECLAMATION FACILITY,ST0008031,Active,Reclaimed Water IP,EPHRATA,Grant,7/14/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1628803,21249816,47.2924537658691,-119.560134887695
2171,EPHRATA WATER RECLAMATION FACILITY,ST0008031,Active,Reclaimed Water IP,EPHRATA,Grant,7/12/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1628801,21249816,47.2924537658691,-119.560134887695
2172,EPHRATA WATER RECLAMATION FACILITY,ST0008031,Active,Reclaimed Water IP,EPHRATA,Grant,7/10/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1628799,21249816,47.2924537658691,-119.560134887695
2173,QUINCY INDUSTRIAL,WA0021067,Active,Industrial NPDES IP,QUINCY,Grant,7/10/2020,Yes,Effluent Violations,Numeric effluent violation, , , ,13.3, , , , ,1630381,4533915,47.2174987792969,-119.881423950195
2174,QUINCY INDUSTRIAL,WA0021067,Active,Industrial NPDES IP,QUINCY,Grant,7/10/2020,No,Effluent Violations,Numeric effluent violation, , , ,242.4, , , , ,1629641,4533915,47.2174987792969,-119.881423950195
2175,TEKOA STP,WA0023141,Active,Municipal NPDES IP,Tekoa,Whitman,7/9/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1629705,9330749,47.2275102762493,-117.083351267553
2176,EPHRATA WATER RECLAMATION FACILITY,ST0008031,Active,Reclaimed Water IP,EPHRATA,Grant,7/9/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1628798,21249816,47.2924537658691,-119.560134887695
2177,EPHRATA WATER RECLAMATION FACILITY,ST0008031,Active,Reclaimed Water IP,EPHRATA,Grant,7/8/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1628809,21249816,47.2924537658691,-119.560134887695
2178,TEKOA STP,WA0023141,Active,Municipal NPDES IP,Tekoa,Whitman,7/8/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1629704,9330749,47.2275102762493,-117.083351267553
2179,WALLA WALLA WATER RECLAMATION FACILITY,WA0024627,Active,Reclaimed Water IP,WALLA WALLA,Walla Walla,7/7/2020,N/A,Reporting Violations,"Failure to submit required report (non-DMR, non-pretreatment)", , , , , , , , ,1630751,27187718,46.0652122497559,-118.375160217285
2180,TEKOA STP,WA0023141,Active,Municipal NPDES IP,Tekoa,Whitman,7/9/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1629706,9330749,47.2275102762493,-117.083351267553
